Origin	Destination	Weight1	Weight2	Weight3
RP11-331K15.1	RP11-108B14.5	0.7132217	0.6620608	0.7495341
RP11-331K15.1	RP3-428A13.2	0.63859034	0.7405932	0.84639424
RP11-331K15.1	RP11-73B8.2	0.6709875	0.71963996	0.86480904
RP11-331K15.1	VN1R7P	0.7062234	0.74798524	0.8113593
RP11-331K15.1	RP11-966I7.2	0.6277815	0.70154446	0.8088026
RP11-331K15.1	OR7E24	0.6011421	0.7045046	0.7915519
RP11-331K15.1	IRF5P1	0.6484865	0.7131658	0.8350781
RP11-331K15.1	RP11-716D16.1	0.6657206	0.7304348	0.78925234
RP11-331K15.1	RP11-152L7.2	0.66889095	0.7361125	0.8203823
FSTL5	LINC01234	0.5736856	0.70277315	0.85230714
IGHV3-21	IGHV4-59	0.6478108	0.7090517	0.82103246
IGHV3-21	IGLV1-44	0.611955	0.74757326	0.89978844
IGHV3-21	IGHV3-30	0.58883256	0.71044177	0.87408006
IGHV3-21	POU2AF1	0.64317733	0.7707217	0.92610145
IGHV3-21	IGKV1D-39	0.6224971	0.74919313	0.9101724
IGHV3-21	IGHV3-53	0.5979083	0.75190705	0.9072564
IGHV3-21	IGHM	0.6323022	0.71044177	0.8633935
IGHV3-21	IGLV2-23	0.6091135	0.73491377	0.9018955
IGHV3-21	IGHV3-11	0.705137	0.7965559	0.9416272
IGHV3-21	CD19	0.65670365	0.71274465	0.8734242
IGHV3-21	IGKV3-11	0.6635071	0.7276646	0.8783144
IGHV3-21	IGHG1	0.5947607	0.71044177	0.88194376
IGHV3-21	IGKV3-15	0.69019395	0.70474136	0.88011694
IGHV3-21	IGHV3-49	0.65549123	0.7865771	0.911495
IGHV3-21	KIAA0125	0.5362797	0.736276	0.8990826
IGHV3-21	IGLC2	0.6160027	0.7965559	0.942837
IGHV3-21	IGLV2-14	0.64210373	0.7319703	0.8956548
IGHV3-21	IGLL5	0.6529225	0.7823276	0.9111716
IGHV3-21	IGHV4-31	0.6255187	0.78132147	0.92858034
IGHV3-21	IGLC3	0.75763565	0.7147474	0.8754915
IGHV3-21	IGHV3-74	0.66146666	0.7319703	0.900494
IGHV3-21	CD79A	0.638916	0.7090517	0.869631
IGHV3-21	IGLV1-40	0.6909019	0.70043105	0.84462595
IGHV3-21	IGHV1-18	0.6768997	0.79913795	0.93837625
IGHV3-21	IGKV3-20	0.68290156	0.7319703	0.9089626
IGHV3-21	IGKV1-5	0.66181177	0.71044177	0.88073397
IGHV3-21	IGLV1-51	0.65228075	0.7319703	0.8950499
IGHV3-21	IGHV4-34	0.6072202	0.7219828	0.8805203
IGHV3-21	IGLV3-21	0.5940017	0.7262931	0.8851583
IGHV3-21	IGLV3-10	0.62912935	0.7278635	0.87100357
DPPA4	OPCML-IT1	0.5771171	0.7096227	0.824951
DPPA4	CTC-525D6.1	0.56102157	0.7306485	0.8586683
RP4-630C24.3	MYT1L-AS1	0.59946233	0.7089909	0.7653249
RP4-630C24.3	PABPC1P13	0.5965767	0.71312076	0.7702897
RP4-630C24.3	GALNTL5	0.50669754	0.7280501	0.78677714
RP4-630C24.3	RP11-258B16.1	0.557586	0.71505547	0.7917807
RP4-630C24.3	RP11-989E6.8	0.5404883	0.7027778	0.78090906
RP4-630C24.3	OR5T3	0.5916509	0.7294087	0.7981078
RP4-630C24.3	ANKRD30BP2	0.5146342	0.70063466	0.8270491
RP4-630C24.3	HSPD1P8	0.73941916	0.7340177	0.7870158
RP4-630C24.3	RP11-616L12.4	0.5119514	0.75277776	0.83454543
RP4-630C24.3	AC008067.2	0.5860255	0.7287225	0.8147777
RP4-630C24.3	GPR123-AS1	0.57659817	0.725	0.79818183
HSD17B7P1	RP11-325P15.2	0.54467505	0.7505721	0.88730514
PAX5	FCRL3	0.6891343	0.7935484	0.9379032
PAX5	CR2	0.6312032	0.7319703	0.9059381
PAX5	CLEC17A	0.63523966	0.7018303	0.85432
PAX5	FCRLA	0.6177817	0.7319703	0.87891924
PAX5	CNR2	0.6237035	0.73333335	0.87580645
PAX5	RP11-367J7.3	0.5076575	0.73661536	0.88251513
PAX5	MS4A1	0.60221064	0.7591398	0.9076613
PAX5	BLK	0.6035609	0.7290323	0.89798385
PAX5	LINC00402	0.62398213	0.74623656	0.90443546
PAX5	FCRL2	0.6247988	0.7376344	0.908871
SPRR4	ADH7	0.5825258	0.7701846	0.8541254
SPRR4	RP1-140J1.1	0.55616814	0.71422344	0.8133104
CTB-43I4.1	FBXL21	0.60044324	0.7113011	0.7996064
CTB-43I4.1	RP11-1112C15.1	0.6350597	0.7096962	0.7970951
CTB-43I4.1	RP11-258B16.1	0.60716885	0.7349513	0.8099413
CTB-43I4.1	RP11-760D2.13	0.57101995	0.70053476	0.8238624
CTB-43I4.1	RP11-597A11.4	0.50536966	0.7312889	0.86548257
CTB-43I4.1	TAAR2	0.65845007	0.754484	0.822381
CTB-43I4.1	RP1-217P22.2	0.63047177	0.75438076	0.8467625
CTB-43I4.1	C16orf97	0.57875896	0.7241024	0.8387469
CTB-43I4.1	OR2M1P	0.50161964	0.7058505	0.8339715
CTB-43I4.1	RP11-193H5.1	0.5997687	0.7126801	0.80151504
CTB-43I4.1	RP11-284A20.2	0.5708915	0.77202344	0.8509335
CTB-43I4.1	RP11-36D19.9	0.6540728	0.7839082	0.88082296
CTB-43I4.1	HTR5A-AS1	0.5416094	0.74400455	0.82947934
CTB-43I4.1	UBTFL11	0.6137201	0.71472484	0.7969366
RP13-631K18.2	FBXL21	0.6175321	0.7930598	0.8582292
RP13-631K18.2	RP11-104C4.2	0.63152176	0.81486213	0.9074185
RP13-631K18.2	OR4A21P	0.5602723	0.7166253	0.80204535
RP13-631K18.2	LINC01192	0.6121523	0.7603563	0.868112
RP13-631K18.2	ZNF299P	0.5888695	0.7658069	0.8647429
RP13-631K18.2	PABPC1P12	0.54933816	0.74945515	0.83464533
RP13-631K18.2	AC005307.3	0.58390194	0.71925133	0.82330745
RP13-631K18.2	OR2J1	0.59695953	0.71722096	0.79418075
RP13-631K18.2	RP11-544P1.3	0.6162288	0.7814365	0.8876854
RP13-631K18.2	GMNC	0.66046685	0.837679	0.9329268
RP13-631K18.2	ICE2P2	0.61973286	0.7228387	0.83027995
RP13-631K18.2	RGSL1	0.44820443	0.7030019	0.83709794
RP13-631K18.2	LINC01206	0.57888407	0.7047591	0.8707693
RP13-631K18.2	ACTR3BP5	0.64528763	0.7786971	0.8600971
RP13-631K18.2	RP11-463J7.2	0.5767232	0.70053476	0.8063263
RP13-631K18.2	HSPD1P15	0.6235837	0.7668643	0.87670344
RP13-631K18.2	FOXA2	0.47436705	0.70320857	0.8162042
RP13-631K18.2	HSFY1P1	0.66059077	0.77272725	0.8881243
RP13-631K18.2	RP4-668E10.4	0.52082366	0.7058824	0.81387347
RP13-631K18.2	RP11-491F9.5	0.6022579	0.7126801	0.7861429
RP13-631K18.2	LINC00700	0.5684928	0.7126992	0.80842793
RP13-631K18.2	RP11-1112C15.1	0.6015497	0.7622663	0.85928917
RP13-631K18.2	RP11-73G16.1	0.59367615	0.77919155	0.8907709
RP13-631K18.2	RP5-1077H22.2	0.70965976	0.8475936	0.9264151
RP13-631K18.2	MTND5P27	0.56050694	0.7241024	0.80194753
RP13-631K18.2	RP11-395E19.6	0.5839547	0.7469087	0.838284
RP13-631K18.2	SLC4A1APP2	0.5244104	0.72307587	0.81611353
RP13-631K18.2	KRT18P46	0.5950988	0.71170914	0.7974187
RP13-631K18.2	RP11-513O17.3	0.5326252	0.7252548	0.86085147
RP13-631K18.2	KRT38	0.611403	0.7300067	0.8503457
RP13-631K18.2	GLUD1P9	0.55569303	0.7069976	0.8186114
RP13-631K18.2	RP11-25D10.2	0.58809566	0.7982231	0.86536276
RP13-631K18.2	NEK2P2	0.5652702	0.70711225	0.800718
RP13-631K18.2	RP4-610C12.4	0.5336132	0.711657	0.8342077
RP13-631K18.2	RP11-809F4.3	0.62423176	0.7238157	0.8187091
RP13-631K18.2	TISP43	0.6381741	0.7293835	0.81210476
RP13-631K18.2	RP11-538C21.2	0.6583801	0.7018107	0.77709633
RP13-631K18.2	CTD-2342I9.1	0.5847841	0.7668643	0.8688344
RP13-631K18.2	TOPAZ1	0.55380005	0.7058824	0.80810213
RP13-631K18.2	OR5H15	0.5334733	0.74945515	0.8575554
RP13-631K18.2	RP11-56L13.1	0.6499276	0.7126801	0.81631786
RP13-631K18.2	GOLGA6L22	0.5890346	0.7058824	0.80388457
RP13-631K18.2	CTD-2544L4.1	0.49671146	0.72220224	0.8310516
RP13-631K18.2	GXYLT1P6	0.64314264	0.7003999	0.7969111
RP13-631K18.2	FAM169B	0.57246304	0.7325954	0.8500188
RP13-631K18.2	LINC01299	0.563252	0.72780854	0.8331518
RP13-631K18.2	AC105342.1	0.5990513	0.7549057	0.82925475
RP13-631K18.2	OR8U1	0.576122	0.7350552	0.8259477
RP13-631K18.2	CYLC2	0.5808385	0.7349513	0.8175704
RP13-631K18.2	LINC01566	0.62544096	0.7018107	0.77687657
RP13-631K18.2	OR8F1P	0.70340955	0.6147608	0.70868987
RP13-631K18.2	SALL1P1	0.6882261	0.7953723	0.8892013
RP13-631K18.2	CTC-339O9.1	0.53951687	0.72459894	0.8235294
RP13-631K18.2	RP1-140J1.1	0.60553455	0.7228387	0.82346714
RP13-631K18.2	LINC01114	0.56354195	0.7173341	0.8479078
RP13-631K18.2	RP11-641A6.5	0.5879553	0.73802334	0.8459196
RP13-631K18.2	RPTN	0.6089912	0.76073676	0.89314055
RP13-631K18.2	MIR7515HG	0.604735	0.7656447	0.8942043
RP13-631K18.2	OR4D10	0.6215277	0.7221027	0.8183048
RP13-631K18.2	SLC39A12-AS1	0.5392624	0.74396384	0.86004984
RP13-631K18.2	CTD-2561F5.1	0.54183984	0.71657753	0.7961154
RP13-631K18.2	F9	0.65361524	0.71925133	0.8199778
RP13-631K18.2	RP11-568G20.2	0.5963439	0.7069976	0.8028733
RP13-631K18.2	RP11-730N24.1	0.622231	0.71925133	0.8170921
RP13-631K18.2	RP11-143A12.3	0.6760366	0.8306074	0.9460972
RP13-631K18.2	OR12D3	0.5303517	0.7003999	0.7944404
RP13-631K18.2	RP6-60B16.1	0.5357143	0.70320857	0.81509435
RP13-631K18.2	IL17A	0.550484	0.70154446	0.811877
RP13-631K18.2	HTR5A-AS1	0.52536666	0.7113011	0.7964619
RP13-631K18.2	ZNF536	0.5483537	0.74820316	0.8889809
RP13-631K18.2	PRR23B	0.6602419	0.7930598	0.88361
RP13-631K18.2	LINC00703	0.5833108	0.7254672	0.8331369
RP13-631K18.2	CTC-546K23.1	0.5103712	0.74812746	0.858191
RP13-631K18.2	AC021451.1	0.5788326	0.701296	0.802179
RP13-631K18.2	OR2J2	0.5850142	0.719652	0.82245123
RP13-631K18.2	RP5-998G20.1	0.6831141	0.7494227	0.8480694
RP13-631K18.2	RP11-541F9.2	0.6341863	0.711886	0.8158045
RP13-631K18.2	OR4K2	0.5521177	0.73478556	0.83663136
RP13-631K18.2	LINC00661	0.5784217	0.7459893	0.84328526
RP13-631K18.2	MTND5P30	0.5758355	0.7640135	0.8808694
RP13-631K18.2	RP11-861E23.2	0.5280525	0.7445433	0.8578292
RP13-631K18.2	MAPK6PS4	0.5737168	0.7619851	0.872037
AP000708.1	MAPRE1P3	0.5621663	0.73641443	0.8292268
AP000708.1	RP11-124N3.2	0.55893004	0.70575404	0.8009674
CTB-88F18.2	RP5-1119O21.2	0.49344945	0.70019925	0.78101355
CTB-88F18.2	VN2R3P	0.6180943	0.7478261	0.8359813
CTB-88F18.2	NCAPD2P1	0.5503908	0.7025482	0.77633387
CTB-88F18.2	RP11-14C10.4	0.5936204	0.7004941	0.77336764
CTB-88F18.2	RP11-747D18.1	0.67642856	0.74798524	0.8450769
CTB-88F18.2	CYLC2	0.56869966	0.73623186	0.81495327
CTB-88F18.2	TERF1P2	0.50855726	0.7385069	0.8432335
CTB-88F18.2	RP11-1151B14.3	0.57358366	0.70309234	0.83138317
C21orf91-OT1	CHODL-AS1	0.6047066	0.76890904	0.8971041
KCNMB2-AS1	RP11-8L2.1	0.6047058	0.70141524	0.86129636
RP11-208N14.4	RP11-287F9.1	0.6995124	0.7126801	0.7936582
TP53TG3D	RP11-71N10.1	0.5746358	0.70683926	0.83707166
TP53TG3D	RP11-114G11.4	0.58054674	0.7213138	0.8733012
RP5-898J17.1	OR1I1	0.5985994	0.70408505	0.83075756
RP5-898J17.1	RP11-669N7.2	0.5856225	0.73623186	0.83621496
OR10C1	C16orf82	0.5512001	0.70851755	0.7853878
OR10C1	RP3-399J4.4	0.64994323	0.7051672	0.7895753
OR10C1	GALNTL5	0.6792698	0.79279053	0.8566973
OR10C1	DKFZP434K028	0.65928626	0.75593376	0.8336265
OR10C1	MAPRE1P3	0.56778395	0.71466464	0.7782958
OR10C1	CSN2	0.6220673	0.73473036	0.8330552
OR10C1	RP11-1084I9.1	0.57695603	0.7716842	0.8434909
OR10C1	MTND2P6	0.5731892	0.7242397	0.82560617
OR10C1	RP11-79E3.3	0.53075707	0.7069976	0.7799605
OR10C1	VGLL2	0.7451378	0.81776035	0.92136765
OR10C1	RPL3P11	0.6648154	0.729804	0.8285634
OR10C1	GPR123-AS1	0.5551965	0.72642505	0.8037316
RP11-119H12.4	NTS	0.5430358	0.70690376	0.84075
BCL9P1	KRT8P2	0.5329643	0.7082865	0.8636189
FAR2P1	KLF2P1	0.5993962	0.74134815	0.8654563
FAR2P1	POTEI	0.5259044	0.74623656	0.9120968
FAR2P1	POTEF	0.62291217	0.80215055	0.9370968
FAR2P1	AC018804.3	0.47843808	0.70079213	0.84128755
UBQLN1P1	ZNF479	0.62919563	0.71380794	0.8243892
UBQLN1P1	OR2J1	0.6216244	0.7032806	0.74272054
UBQLN1P1	SLC13A1	0.5871111	0.7648752	0.85105896
UBQLN1P1	ACTR3BP5	0.723145	0.7362985	0.80777264
UBQLN1P1	RP1-228P16.9	0.5503342	0.70697314	0.79516923
UBQLN1P1	VN2R3P	0.5666159	0.7190387	0.7941211
UBQLN1P1	SLC25A3P1	0.6613171	0.7759199	0.8372254
UBQLN1P1	RP11-470L19.2	0.61751276	0.7706172	0.8062037
UBQLN1P1	RP11-809F4.3	0.6256913	0.70019925	0.7627124
UBQLN1P1	RP11-332P22.2	0.60366714	0.7789116	0.8418848
UBQLN1P1	SPATA31D5P	0.5286324	0.7285203	0.82386553
UBQLN1P1	OR6K1P	0.7087685	0.7504378	0.82973415
UBQLN1P1	LINC00837	0.53057486	0.7030499	0.8063354
UBQLN1P1	RP11-24P4.1	0.55295473	0.71702325	0.7776403
UBQLN1P1	RP11-19P22.5	0.64236754	0.74950564	0.80802876
UBQLN1P1	RP11-20L19.1	0.58231354	0.7033799	0.7731374
UBQLN1P1	OR5H14	0.5764142	0.7041619	0.7695975
UBQLN1P1	RP5-865N13.1	0.5851521	0.7253185	0.79486305
UBQLN1P1	LINC01566	0.55709195	0.72929955	0.8267157
UBQLN1P1	TRIM60P13	0.621805	0.70408165	0.7612565
UBQLN1P1	OR2T4	0.59496105	0.72438926	0.7775904
UBQLN1P1	DRD5P1	0.5577935	0.7266693	0.8213731
UBQLN1P1	ATP5F1P2	0.5626329	0.7007307	0.80511564
UBQLN1P1	CTD-2561F5.1	0.536759	0.7599606	0.84852296
UBQLN1P1	RP11-568G20.2	0.63168603	0.7266693	0.7977474
UBQLN1P1	ADAM20P2	0.6546295	0.7296949	0.80085766
UBQLN1P1	LINC00703	0.5544245	0.73522884	0.8343528
UBQLN1P1	UGT2A3	0.661607	0.70697314	0.7971206
UBQLN1P1	RP11-402K9.1	0.63576317	0.7258301	0.8135911
UBQLN1P1	RP11-78H18.2	0.60523975	0.7197892	0.83089614
UBQLN1P1	CTC-463N11.1	0.568105	0.7124095	0.79706925
RP11-1217F2.3	RP11-1217F2.7	0.7266816	0.819222	0.8859179
RP11-1217F2.3	AP003900.6	0.64574474	0.74826914	0.8459833
RP11-1217F2.3	OR8K3	0.6472464	0.71466464	0.7809521
RP11-1217F2.3	MTND4P5	0.56218874	0.7234042	0.7712355
RP11-1217F2.3	CTC-546K23.2	0.6290602	0.71555	0.8336552
RP11-1217F2.3	RP11-408B11.2	0.6542768	0.7073772	0.8319293
CLEC6A	CLEC4D	0.5907841	0.7242048	0.8738458
GAPDHP24	RP11-21L1.1	0.5114715	0.7242397	0.81848276
OR8X1P	OR8A2P	0.60479766	0.7293307	0.8065419
OR8X1P	OR8B3	0.6088131	0.7031794	0.79295903
OR8X1P	OR8B9P	0.5332662	0.75483984	0.8342755
OR8X1P	OR13K1P	0.57692343	0.7003999	0.825661
OR8X1P	OR8G7P	0.53927493	0.70960575	0.79707664
OR8X1P	OR8F1P	0.60520023	0.73998535	0.8058679
OR8X1P	MCHR2	0.50338864	0.7149389	0.8643106
OR8X1P	MTND4P5	0.6680879	0.76419914	0.849164
RP11-856M7.1	CTD-2339F6.1	0.59143573	0.70725703	0.81535274
RP11-856M7.1	RP11-638L3.3	0.57807463	0.72535384	0.8474184
IGHV4-59	IGLV1-44	0.6008094	0.7432395	0.8915131
IGHV4-59	IGHV3-23	0.6137123	0.7276646	0.8829519
IGHV4-59	POU2AF1	0.60570526	0.70613605	0.8490775
IGHV4-59	IGLV2-8	0.5947607	0.7219828	0.88354504
IGHV4-59	IGKV1D-39	0.7313125	0.76211023	0.8974695
IGHV4-59	IGHM	0.57478535	0.70613605	0.8506906
IGHV4-59	IGHV5-51	0.63645065	0.70258623	0.8810244
IGHV4-59	IGLV2-23	0.6498647	0.73275864	0.84875983
IGHV4-59	IGLV3-25	0.652424	0.7219828	0.85854
IGHV4-59	IGHV4-39	0.64076096	0.7844828	0.93063116
IGHV4-59	IGKV3-11	0.7004742	0.7448874	0.9095675
IGHV4-59	IGLV2-11	0.66385657	0.7534988	0.9006956
IGHV4-59	IGKV3-15	0.70456934	0.6939655	0.8737649
IGHV4-59	IGLC2	0.6839737	0.7405817	0.87851596
IGHV4-59	IGKV4-1	0.63675493	0.7147474	0.8692409
IGHV4-59	IGKC	0.653043	0.7147474	0.8660147
IGHV4-59	IGLL5	0.6877979	0.76293105	0.8999798
IGHV4-59	IGHV1-46	0.64754546	0.72570366	0.88108927
IGHV4-59	IGLV1-40	0.70291454	0.8189655	0.95200646
IGHV4-59	IGKV1-5	0.61048895	0.70613605	0.8894042
IGHV4-59	IGHV2-5	0.6370796	0.7170643	0.88028246
IGHV4-59	IGHV4-34	0.6204489	0.7112069	0.8697318
RP11-15H7.2	OR6C68	0.5637456	0.70874053	0.78018296
RP11-15H7.2	RP4-775D17.1	0.60763776	0.7769468	0.8886058
SLC6A15	RPTN	0.5754602	0.71978885	0.89210165
RP11-560A15.6	ABCB10P1	0.5512287	0.7053528	0.82752633
IGLV1-44	IGHV3-23	0.6327984	0.79871815	0.9299702
IGLV1-44	IGLV2-8	0.6126878	0.73023826	0.8858617
IGLV1-44	IGKV1D-39	0.60522753	0.79871815	0.9374374
IGLV1-44	IGKV1-9	0.5609954	0.7251235	0.8932396
IGLV1-44	IGHV3-53	0.5669581	0.7625272	0.9168687
IGLV1-44	IGHV5-51	0.6493531	0.74757326	0.89211863
