"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006631","fatty acid metabolic process","29/196","401/18870",1.71359977295758e-16,2.14295171607084e-14,1.67551977800297e-14,"CYP1A2/FABP1/ACOT12/HAO1/BAAT/ACSM2B/CYP4F3/CYP2C9/APOA4/CYP4A11/CYP4F2/APOC3/CYP2B6/APOA5/ACSM2A/LIPC/ABCB11/CYP2C18/CYP3A4/CYP2A6/CYP2E1/PCK1/ADH4/CYP4A22/ANGPTL3/CYP2C19/ACSM5/CYP2C8/AKR1C4",29
"BP","GO:0006721","terpenoid metabolic process","17/196","98/18870",2.07077846695211e-16,2.45332754163643e-14,1.91819479043985e-14,"UGT1A9/CYP1A2/CYP2C9/UGT1A1/ADH1A/CYP2C18/CYP3A4/CYP2E1/RDH16/UGT1A3/ADH4/ADH6/CYP2C19/ADH1C/CYP2C8/AKR1C4/UGT1A7",17
"BP","GO:0006066","alcohol metabolic process","28/196","373/18870",2.28224646150962e-16,2.56866839242907e-14,2.00837688612846e-14,"CYP1A2/NR0B2/NR1H4/HAO1/UGT1A4/SULT2A1/CYP2C9/APOA4/ADH1A/APOA2/MOGAT3/PON1/AKR1D1/LIPC/APOB/CYP2C18/CYP3A4/APOA1/PCK1/RDH16/UGT1A3/ADH4/ADH6/ANGPTL3/APOF/ADH1C/CYP2C8/AKR1C4",28
"BP","GO:0044282","small molecule catabolic process","28/196","375/18870",2.61966166037081e-16,2.8080278083308e-14,2.19552596297744e-14,"ALDOB/FGF23/FABP1/HAO1/DAO/CYP4F3/SULT2A1/AGXT/CYP4A11/CYP4F2/AGXT2/PRODH2/TAT/PON1/AKR1D1/ABCB11/GDA/UROC1/CYP3A4/HPD/PCK1/ADH4/MAT1A/ARG1/HAL/UPB1/FTCD/OTC",28
"BP","GO:0055090","acylglycerol homeostasis","13/196","43/18870",3.05298185147158e-16,2.9879400642011e-14,2.3361948080826e-14,"HNF4A/PLA2G12B/NR1H4/ABCG5/APOA4/APOC3/APOA5/ACSM2A/LIPC/APOA1/ABCG8/ANGPTL3/GCKR",13
"BP","GO:0070328","triglyceride homeostasis","13/196","43/18870",3.05298185147158e-16,2.9879400642011e-14,2.3361948080826e-14,"HNF4A/PLA2G12B/NR1H4/ABCG5/APOA4/APOC3/APOA5/ACSM2A/LIPC/APOA1/ABCG8/ANGPTL3/GCKR",13
"BP","GO:0019373","epoxygenase P450 pathway","10/196","18/18870",4.72374410194067e-16,4.43047832227852e-14,3.46407900808982e-14,"CYP1A2/CYP2C9/CYP4A11/CYP4F2/CYP2B6/CYP2C18/CYP2A6/CYP2E1/CYP2C19/CYP2C8",10
"BP","GO:0061045","negative regulation of wound healing","15/196","75/18870",1.35936324386312e-15,1.22397066477436e-13,9.56991723679639e-14,"APCS/HRG/F11/PLG/KNG1/APOH/CPB2/PROC/FGA/VTN/F2/FGG/FGB/SERPINF2/KLKB1",15
"BP","GO:0052695","cellular glucuronidation","10/196","21/18870",3.706151452159e-15,3.20867189184996e-13,2.5087794445384e-13,"UGT2A3/UGT1A9/UGT1A4/UGT2B10/UGT1A1/UGT1A6/UGT1A3/UGT2B4/UGT1A7/UGT1A5",10
"BP","GO:0006869","lipid transport","29/196","453/18870",4.2160376169618e-15,3.51492617621519e-13,2.74823192809362e-13,"PLA2G12B/SLC22A7/FABP1/NR0B2/ABCG5/LPA/APOA4/CYP4A11/CYP4F2/APOC3/APOA5/APOA2/APOH/PON1/LIPC/SLC22A9/ABCB11/APOB/CFHR4/SLCO1B3/SLC22A1/APOA1/SLCO1B1/MTTP/SHH/ABCG8/APOF/AKR1C4/CYP8B1",29
"BP","GO:0042060","wound healing","28/196","423/18870",5.65020569539663e-15,4.54236179297779e-13,3.55155786567789e-13,"HNF4A/APCS/HRG/F11/PLG/F9/KNG1/CYP4F2/APOH/SERPIND1/SERPINA10/FGL1/F5/CPB2/PROC/FGA/F13B/VTN/F2/SERPINC1/FGG/FGB/SHH/FOXA2/SERPINA1/SERPINF2/C4BPB/KLKB1",28
"BP","GO:0120254","olefinic compound metabolic process","19/196","162/18870",6.12273246966338e-15,4.75250716869389e-13,3.71586522296812e-13,"CYP1A2/CYP4F3/CYP2C9/CYP4A11/CYP4F2/CYP2B6/ADH1A/CYP2C18/CYP3A4/CYP2A6/CYP2E1/RDH16/ADH4/ADH6/CYP4A22/CYP2C19/ADH1C/CYP2C8/AKR1C4",19
"BP","GO:0016054","organic acid catabolic process","22/196","252/18870",2.07535913156985e-14,1.50697851779475e-12,1.17826841018159e-12,"FABP1/HAO1/DAO/CYP4F3/SULT2A1/AGXT/CYP4A11/CYP4F2/AGXT2/PRODH2/TAT/PON1/AKR1D1/ABCB11/UROC1/HPD/PCK1/MAT1A/ARG1/HAL/FTCD/OTC",22
"BP","GO:0046395","carboxylic acid catabolic process","22/196","252/18870",2.07535913156985e-14,1.50697851779475e-12,1.17826841018159e-12,"FABP1/HAO1/DAO/CYP4F3/SULT2A1/AGXT/CYP4A11/CYP4F2/AGXT2/PRODH2/TAT/PON1/AKR1D1/ABCB11/UROC1/HPD/PCK1/MAT1A/ARG1/HAL/FTCD/OTC",22
"BP","GO:0006720","isoprenoid metabolic process","17/196","133/18870",4.06979880475299e-14,2.77609609378757e-12,2.17055936253493e-12,"UGT1A9/CYP1A2/CYP2C9/UGT1A1/ADH1A/CYP2C18/CYP3A4/CYP2E1/RDH16/UGT1A3/ADH4/ADH6/CYP2C19/ADH1C/CYP2C8/AKR1C4/UGT1A7",17
"BP","GO:0061041","regulation of wound healing","17/196","133/18870",4.06979880475299e-14,2.77609609378757e-12,2.17055936253493e-12,"APCS/HRG/F11/PLG/KNG1/APOH/CPB2/PROC/FGA/VTN/F2/SERPINC1/FGG/FGB/FOXA2/SERPINF2/KLKB1",17
"BP","GO:0051917","regulation of fibrinolysis","9/196","18/18870",5.24838941054536e-14,3.33624628489525e-12,2.6085266376791e-12,"HRG/F11/PLG/APOH/CPB2/VTN/F2/SERPINF2/KLKB1",9
"BP","GO:0006063","uronic acid metabolic process","10/196","26/18870",5.33562266797997e-14,3.33624628489525e-12,2.6085266376791e-12,"UGT2A3/UGT1A9/UGT1A4/UGT2B10/UGT1A1/UGT1A6/UGT1A3/UGT2B4/UGT1A7/UGT1A5",10
"BP","GO:0019585","glucuronate metabolic process","10/196","26/18870",5.33562266797997e-14,3.33624628489525e-12,2.6085266376791e-12,"UGT2A3/UGT1A9/UGT1A4/UGT2B10/UGT1A1/UGT1A6/UGT1A3/UGT2B4/UGT1A7/UGT1A5",10
"BP","GO:1903035","negative regulation of response to wounding","15/196","97/18870",7.56066408991965e-14,4.59974455848895e-12,3.59642399952935e-12,"APCS/HRG/F11/PLG/KNG1/APOH/CPB2/PROC/FGA/VTN/F2/FGG/FGB/SERPINF2/KLKB1",15
"BP","GO:0042445","hormone metabolic process","21/196","241/18870",8.69954249813344e-14,5.15333425349957e-12,4.02926178860917e-12,"UGT2A3/UGT1A9/CYP1A2/SULT2A1/CYP2C9/UGT2B10/UGT1A1/ADH1A/AKR1D1/CYP2C18/CYP3A4/RDH16/UGT1A3/ADH4/SHH/UGT2B4/ADH6/ADH1C/CYP2C8/AKR1C4/UGT1A7",21
"BP","GO:0042632","cholesterol homeostasis","15/196","100/18870",1.20463090738081e-13,6.95288249362619e-12,5.43628306920573e-12,"HNF4A/PLA2G12B/NR1H4/ABCG5/APOA4/APOC3/APOA5/APOA2/LIPC/ABCB11/APOB/APOA1/MTTP/ABCG8/ANGPTL3",15
"BP","GO:0055092","sterol homeostasis","15/196","101/18870",1.40199523057019e-13,7.88972816003372e-12,6.16877901450882e-12,"HNF4A/PLA2G12B/NR1H4/ABCG5/APOA4/APOC3/APOA5/APOA2/LIPC/ABCB11/APOB/APOA1/MTTP/ABCG8/ANGPTL3",15
"BP","GO:0001523","retinoid metabolic process","14/196","84/18870",1.78989004384451e-13,9.82693289925366e-12,7.68343043211304e-12,"UGT1A9/CYP1A2/UGT1A1/ADH1A/CYP2C18/CYP3A4/RDH16/UGT1A3/ADH4/ADH6/ADH1C/CYP2C8/AKR1C4/UGT1A7",14
"BP","GO:0016101","diterpenoid metabolic process","14/196","87/18870",2.9686067452321e-13,1.59103185321844e-11,1.24398758847821e-11,"UGT1A9/CYP1A2/UGT1A1/ADH1A/CYP2C18/CYP3A4/RDH16/UGT1A3/ADH4/ADH6/ADH1C/CYP2C8/AKR1C4/UGT1A7",14
"BP","GO:1902652","secondary alcohol metabolic process","17/196","150/18870",3.05923171608784e-13,1.60147223091017e-11,1.25215065588712e-11,"CYP1A2/NR0B2/NR1H4/UGT1A4/SULT2A1/CYP2C9/APOA4/APOA2/PON1/AKR1D1/LIPC/APOB/CYP3A4/APOA1/UGT1A3/ANGPTL3/APOF",17
"BP","GO:1901605","alpha-amino acid metabolic process","19/196","207/18870",5.50442968561662e-13,2.81601618689159e-11,2.20177187424665e-11,"HNF4A/NR1H4/HAO1/BAAT/DAO/GLYAT/AGXT/AGXT2/PRODH2/TAT/BHMT/UROC1/HPD/CPS1/MAT1A/ARG1/HAL/FTCD/OTC",19
"BP","GO:0019369","arachidonic acid metabolic process","12/196","58/18870",6.60214317933407e-13,3.30253873259577e-11,2.58217155458399e-11,"CYP1A2/CYP4F3/CYP2C9/CYP4A11/CYP4F2/CYP2B6/CYP2C18/CYP2A6/CYP2E1/CYP4A22/CYP2C19/CYP2C8",12
"BP","GO:0016042","lipid catabolic process","23/196","334/18870",7.92266988250212e-13,3.87694128380702e-11,3.0312823898269e-11,"PLA2G12B/CYP1A2/FGF23/FABP1/HAO1/CYP4F3/SULT2A1/APOA4/CYP4A11/CYP4F2/APOC3/APOA5/APOA2/AKR1D1/LIPC/ABCB11/APOB/CYP3A4/PCK1/CPS1/FGF21/ANGPTL3/AADAC",23
"BP","GO:0042573","retinoic acid metabolic process","10/196","33/18870",8.72996773780789e-13,4.18109731442672e-11,3.26909430181742e-11,"UGT1A9/UGT1A1/ADH1A/CYP2C18/CYP3A4/UGT1A3/ADH6/ADH1C/CYP2C8/UGT1A7",10
"BP","GO:0042178","xenobiotic catabolic process","9/196","25/18870",2.07128429992139e-12,9.71346033150636e-11,7.59470909971177e-11,"CYP1A2/CYP2C9/UGT1A1/CYP2B6/NR1I2/CYP3A4/CYP2A6/CYP2C19/CYP2C8",9
"BP","GO:0072330","monocarboxylic acid biosynthetic process","19/196","226/18870",2.64865371503597e-12,1.21675908419306e-10,9.51353171114962e-11,"CYP1A2/NR1H4/BAAT/ACSM2B/CYP2C9/APOA4/APOC3/APOA5/ACSM2A/AKR1D1/LIPC/ABCB11/CYP3A4/CYP2E1/PKLR/ACSM5/CYP2C8/AKR1C4/CYP8B1",19
"BP","GO:1903034","regulation of response to wounding","17/196","173/18870",3.19774206793378e-12,1.43962347898379e-10,1.12560520791269e-10,"APCS/HRG/F11/PLG/KNG1/APOH/CPB2/PROC/FGA/VTN/F2/SERPINC1/FGG/FGB/FOXA2/SERPINF2/KLKB1",17
"BP","GO:0055088","lipid homeostasis","17/196","175/18870",3.85501126475039e-12,1.70149614842218e-10,1.33035682861974e-10,"HNF4A/PLA2G12B/NR1H4/ABCG5/APOA4/APOC3/APOA5/APOA2/ACSM2A/LIPC/ABCB11/APOB/APOA1/MTTP/ABCG8/ANGPTL3/GCKR",17
"BP","GO:0016125","sterol metabolic process","16/196","154/18870",6.04037155067969e-12,2.61478391549615e-10,2.04443344792236e-10,"CYP1A2/NR0B2/NR1H4/SULT2A1/CYP2C9/APOA4/APOA2/PON1/AKR1D1/LIPC/APOB/CYP3A4/APOA1/ANGPTL3/APOF/CYP8B1",16
"BP","GO:0015711","organic anion transport","25/196","443/18870",6.18459838722378e-12,2.62670395653599e-10,2.05375342670073e-10,"SLC2A2/PLA2G12B/SLC39A5/SLC22A7/FABP1/NR0B2/AGXT/SLC17A1/CYP4A11/SLC13A5/CYP4F2/SLC17A3/SLC22A25/SLC17A4/SLC22A9/ABCB11/SLC17A2/SLC25A47/SLCO1B3/SLC38A4/SLC22A1/SLCO1B1/MTTP/UGT1A3/AKR1C4",25
"BP","GO:0008210","estrogen metabolic process","10/196","40/18870",7.50667678967584e-12,3.12917212102969e-10,2.44662058330176e-10,"UGT2A3/CYP1A2/CYP2C9/UGT2B10/UGT1A1/CYP3A4/UGT1A3/UGT2B4/CYP2C8/UGT1A7",10
"BP","GO:0034370","triglyceride-rich lipoprotein particle remodeling","7/196","12/18870",8.88024950470188e-12,3.50691958510244e-10,2.7419717768904e-10,"NR1H4/APOA4/APOC3/APOA5/APOA2/LIPC/APOA1",7
"BP","GO:0034372","very-low-density lipoprotein particle remodeling","7/196","12/18870",8.88024950470188e-12,3.50691958510244e-10,2.7419717768904e-10,"NR1H4/APOA4/APOC3/APOA5/APOA2/LIPC/APOA1",7
"BP","GO:1904478","regulation of intestinal absorption","7/196","12/18870",8.88024950470188e-12,3.50691958510244e-10,2.7419717768904e-10,"ABCG5/APOA4/APOA2/HAMP/APOA1/ABCG8/CYP8B1",7
"BP","GO:0051346","negative regulation of hydrolase activity","18/196","218/18870",1.38334576234388e-11,5.36881260523463e-10,4.19773886504351e-10,"APCS/AHSG/HRG/FABP1/KNG1/SERPINA7/APOC3/APOA2/SERPIND1/SERPINA10/FETUB/VTN/SERPINA6/SERPINA4/ANGPTL3/SERPINA1/SERPINF2/SERPINA11",18
"BP","GO:0008203","cholesterol metabolic process","15/196","140/18870",1.81025809598907e-11,6.90659487130746e-10,5.40009194735723e-10,"CYP1A2/NR0B2/NR1H4/SULT2A1/CYP2C9/APOA4/APOA2/PON1/AKR1D1/LIPC/APOB/CYP3A4/APOA1/ANGPTL3/APOF",15
"BP","GO:0051918","negative regulation of fibrinolysis","7/196","13/18870",1.90719347590757e-11,7.15515419044657e-10,5.59443419599554e-10,"HRG/PLG/APOH/CPB2/VTN/F2/SERPINF2",7
"BP","GO:0001889","liver development","15/196","142/18870",2.22438398942018e-11,8.20834157407346e-10,6.41789478914674e-10,"UGT1A9/BAAT/UGT1A1/HNF1B/SERPINA10/FGL1/CPB2/VTN/PCK1/CPS1/ONECUT1/UPB1/HNF1A/OTC/UGT1A7",15
"BP","GO:0006520","amino acid metabolic process","20/196","291/18870",2.78388332974221e-11,1.01072925407253e-09,7.90263654894562e-10,"HNF4A/NR1H4/HAO1/BAAT/DAO/GLYAT/AGXT/AGXT2/PRODH2/TAT/BHMT/UROC1/HPD/CPS1/MAT1A/ARG1/HAL/UPB1/FTCD/OTC",20
"BP","GO:0061008","hepaticobiliary system development","15/196","145/18870",3.01118268283794e-11,1.07590035223305e-09,8.41219289173774e-10,"UGT1A9/BAAT/UGT1A1/HNF1B/SERPINA10/FGL1/CPB2/VTN/PCK1/CPS1/ONECUT1/UPB1/HNF1A/OTC/UGT1A7",15
"BP","GO:0034368","protein-lipid complex remodeling","9/196","33/18870",3.63981347728128e-11,1.26049540574772e-09,9.85549495386932e-10,"NR1H4/APOA4/APOC3/APOA5/APOA2/LIPC/APOB/APOA1/MTTP",9
"BP","GO:0034369","plasma lipoprotein particle remodeling","9/196","33/18870",3.63981347728128e-11,1.26049540574772e-09,9.85549495386932e-10,"NR1H4/APOA4/APOC3/APOA5/APOA2/LIPC/APOB/APOA1/MTTP",9
"BP","GO:0006953","acute-phase response","10/196","48/18870",5.39002910726476e-11,1.83832659400803e-09,1.4373410952706e-09,"APCS/AHSG/CRP/MBL2/UGT1A1/F2/ITIH4/HP/SERPINA1/SERPINF2",10
"BP","GO:0034367","protein-containing complex remodeling","9/196","35/18870",6.54539552603265e-11,2.17970609907093e-09,1.70425710100615e-09,"NR1H4/APOA4/APOC3/APOA5/APOA2/LIPC/APOB/APOA1/MTTP",9
"BP","GO:0010951","negative regulation of endopeptidase activity","14/196","128/18870",6.58462970843285e-11,2.17970609907093e-09,1.70425710100615e-09,"AHSG/HRG/FABP1/KNG1/SERPINA7/SERPIND1/SERPINA10/FETUB/VTN/SERPINA6/SERPINA4/SERPINA1/SERPINF2/SERPINA11",14
"BP","GO:0006641","triglyceride metabolic process","13/196","106/18870",7.50916530306325e-11,2.44972914452107e-09,1.9153812946944e-09,"APOA4/APOC3/APOA5/APOA2/APOH/MOGAT3/LIPC/APOB/PCK1/MTTP/CPS1/FGF21/AADAC",13
"BP","GO:0006956","complement activation","11/196","67/18870",8.86801978762744e-11,2.85170179170705e-09,2.22967354660347e-09,"C9/CFHR2/MBL2/CFHR5/C8A/C8B/C4BPA/MASP1/CFHR4/C6/C4BPB",11
"BP","GO:0001676","long-chain fatty acid metabolic process","13/196","110/18870",1.20669773819786e-10,3.82574170237096e-09,2.99125073130737e-09,"CYP1A2/CYP4F3/CYP2C9/CYP4A11/CYP4F2/CYP2B6/CYP2C18/CYP3A4/CYP2A6/CYP2E1/CYP4A22/CYP2C19/CYP2C8",13
"BP","GO:0046461","neutral lipid catabolic process","9/196","38/18870",1.47109265730706e-10,4.53620489260026e-09,3.54674394090469e-09,"APOA4/APOC3/APOA5/APOA2/LIPC/APOB/CPS1/FGF21/AADAC",9
"BP","GO:0046464","acylglycerol catabolic process","9/196","38/18870",1.47109265730706e-10,4.53620489260026e-09,3.54674394090469e-09,"APOA4/APOC3/APOA5/APOA2/LIPC/APOB/CPS1/FGF21/AADAC",9
"BP","GO:0010466","negative regulation of peptidase activity","14/196","137/18870",1.65219014093725e-10,5.02578379358073e-09,3.92953330817507e-09,"AHSG/HRG/FABP1/KNG1/SERPINA7/SERPIND1/SERPINA10/FETUB/VTN/SERPINA6/SERPINA4/SERPINA1/SERPINF2/SERPINA11",14
"BP","GO:0044242","cellular lipid catabolic process","17/196","223/18870",1.83705143510695e-10,5.51360370723433e-09,4.31094736771765e-09,"FABP1/HAO1/CYP4F3/APOA4/CYP4A11/CYP4F2/APOC3/APOA5/APOA2/LIPC/ABCB11/APOB/PCK1/CPS1/FGF21/ANGPTL3/AADAC",17
"BP","GO:0033559","unsaturated fatty acid metabolic process","13/196","115/18870",2.12510932239261e-10,6.29423826934969e-09,4.92130579922500e-09,"CYP1A2/CYP4F3/CYP2C9/CYP4A11/CYP4F2/CYP2B6/CYP2C18/CYP2A6/CYP2E1/CYP4A22/CYP2C19/CYP2C8/AKR1C4",13
"BP","GO:0031639","plasminogen activation","8/196","27/18870",2.20114022891601e-10,6.43476188998693e-09,5.03117766609374e-09,"F11/APOH/CPB2/FGA/FGG/FGB/SERPINF2/KLKB1",8
"BP","GO:0006959","humoral immune response","18/196","258/18870",2.24248869153554e-10,6.47159236493141e-09,5.05997448346481e-09,"C9/HRG/CFHR2/MBL2/CFHR5/C8A/C8B/C4BPA/TF/LGALS4/MASP1/CFHR4/FGA/F2/FGB/C6/HPX/C4BPB",18
"BP","GO:0097267","omega-hydroxylase P450 pathway","6/196","10/18870",2.35970646303916e-10,6.63962406037644e-09,5.19135421868616e-09,"CYP1A2/CYP2C9/CYP4A11/CYP4F2/CYP2C19/CYP2C8",6
"BP","GO:1904729","regulation of intestinal lipid absorption","6/196","10/18870",2.35970646303916e-10,6.63962406037644e-09,5.19135421868616e-09,"ABCG5/APOA4/APOA2/APOA1/ABCG8/CYP8B1",6
"BP","GO:0019433","triglyceride catabolic process","8/196","28/18870",3.05432849260906e-10,8.48801658871976e-09,6.63656561357031e-09,"APOA4/APOC3/APOA5/LIPC/APOB/CPS1/FGF21/AADAC",8
"BP","GO:0045861","negative regulation of proteolysis","17/196","235/18870",4.15118122289141e-10,1.13954986984495e-08,8.9098523808401e-09,"AHSG/HRG/FABP1/KNG1/SERPINA7/SERPIND1/SERPINA10/FETUB/CPB2/VTN/F2/SERPINA6/SERPINA4/SHH/SERPINA1/SERPINF2/SERPINA11",17
"BP","GO:0031638","zymogen activation","10/196","59/18870",4.68977389689029e-10,1.27188928215663e-08,9.94458079340592e-09,"F11/F9/APOH/MASP1/CPB2/FGA/FGG/FGB/SERPINF2/KLKB1",10
"BP","GO:0015850","organic hydroxy compound transport","19/196","308/18870",5.60016032095757e-10,1.50070962886613e-08,1.17336692439111e-08,"NR0B2/ABCG5/APOA4/APOC3/APOA5/APOA2/PON1/LIPC/ABCB11/APOB/SLCO1B3/SLC22A1/APOA1/SLCO1B1/MTTP/SHH/ABCG8/AKR1C4/CYP8B1",19
"BP","GO:0006690","icosanoid metabolic process","13/196","125/18870",6.08375716137233e-10,1.61112204355872e-08,1.25969560047239e-08,"CYP1A2/CYP4F3/CYP2C9/CYP4A11/CYP4F2/CYP2B6/CYP2C18/CYP2A6/CYP2E1/CYP4A22/CYP2C19/CYP2C8/AKR1C4",13
"BP","GO:0034308","primary alcohol metabolic process","12/196","106/18870",1.05558648301866e-09,2.7629362479942e-08,2.16027001175913e-08,"CYP1A2/HAO1/SULT2A1/ADH1A/CYP2C18/CYP3A4/RDH16/ADH4/ADH6/ADH1C/CYP2C8/AKR1C4",12
"BP","GO:0002526","acute inflammatory response","12/196","107/18870",1.17822396761634e-09,3.04848523115446e-08,2.38353354368363e-08,"APCS/AHSG/CRP/MBL2/UGT1A1/CREB3L3/F2/ITIH4/HP/SERPINA1/SERPINF2/KLKB1",12
